,date,datatype,station,attributes,value
0,1990-01-01T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",8
1,1990-01-01T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
2,1990-01-01T00:00:00,SNWD,GHCND:USC00334979,"T,,0,",0
3,1990-01-01T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",-11
4,1990-01-01T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-22
5,1990-01-01T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-22
6,1990-01-01T00:00:00,WT01,GHCND:USC00334979,",,0,",1
7,1990-01-02T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
8,1990-01-02T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
9,1990-01-02T00:00:00,SNWD,GHCND:USC00334979,"T,,0,",0
10,1990-01-02T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",39
11,1990-01-02T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-44
12,1990-01-02T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",6
13,1990-01-03T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
14,1990-01-03T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
15,1990-01-03T00:00:00,SNWD,GHCND:USC00334979,",,0,",0
16,1990-01-03T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",50
17,1990-01-03T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",6
18,1990-01-03T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",33
19,1990-01-04T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",20
20,1990-01-04T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
21,1990-01-04T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
22,1990-01-04T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",111
23,1990-01-04T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",11
24,1990-01-04T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",11
25,1990-01-05T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",13
26,1990-01-05T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
27,1990-01-05T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
28,1990-01-05T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",28
29,1990-01-05T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-22
30,1990-01-05T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-22
31,1990-01-06T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
32,1990-01-06T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
33,1990-01-06T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
34,1990-01-06T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",33
35,1990-01-06T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-39
36,1990-01-06T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-28
37,1990-01-07T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
38,1990-01-07T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
39,1990-01-07T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
40,1990-01-07T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",72
41,1990-01-07T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-33
42,1990-01-07T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",6
43,1990-01-08T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
44,1990-01-08T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
45,1990-01-08T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
46,1990-01-08T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",67
47,1990-01-08T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-33
48,1990-01-08T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",28
49,1990-01-09T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
50,1990-01-09T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
51,1990-01-09T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
52,1990-01-09T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",78
53,1990-01-09T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",17
54,1990-01-09T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",33
55,1990-01-10T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",25
56,1990-01-10T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
57,1990-01-10T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
58,1990-01-10T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",33
59,1990-01-10T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-6
60,1990-01-10T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-6
61,1990-01-11T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
62,1990-01-11T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
63,1990-01-11T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
64,1990-01-11T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",56
65,1990-01-11T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-11
66,1990-01-11T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",0
67,1990-01-12T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",3
68,1990-01-12T00:00:00,SNOW,GHCND:USC00334979,",,0,",8
69,1990-01-12T00:00:00,SNWD,GHCND:USC00334979,"T,,0,",0
70,1990-01-12T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",0
71,1990-01-12T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-56
72,1990-01-12T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-56
73,1990-01-13T00:00:00,PRCP,GHCND:USC00334979,"T,,0,0700",0
74,1990-01-13T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
75,1990-01-13T00:00:00,SNWD,GHCND:USC00334979,"T,,0,",0
76,1990-01-13T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",-6
77,1990-01-13T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-61
78,1990-01-13T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-44
79,1990-01-14T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
80,1990-01-14T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
81,1990-01-14T00:00:00,SNWD,GHCND:USC00334979,",,0,",0
82,1990-01-14T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",39
83,1990-01-14T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-44
84,1990-01-14T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",22
85,1990-01-15T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
86,1990-01-15T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
87,1990-01-15T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
88,1990-01-15T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",94
89,1990-01-15T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",17
90,1990-01-15T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",56
91,1990-01-16T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
92,1990-01-16T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
93,1990-01-16T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
94,1990-01-16T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",128
95,1990-01-16T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",33
96,1990-01-16T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",83
97,1990-01-16T00:00:00,WT01,GHCND:USC00334979,",,0,",1
98,1990-01-17T00:00:00,PRCP,GHCND:USC00334979,"T,,0,0700",0
99,1990-01-17T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
100,1990-01-17T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
101,1990-01-17T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",133
102,1990-01-17T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",72
103,1990-01-17T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",128
104,1990-01-18T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",25
105,1990-01-18T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
106,1990-01-18T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
107,1990-01-18T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",133
108,1990-01-18T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-22
109,1990-01-18T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-22
110,1990-01-19T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
111,1990-01-19T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
112,1990-01-19T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
113,1990-01-19T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",17
114,1990-01-19T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-44
115,1990-01-19T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",0
116,1990-01-20T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",28
117,1990-01-20T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
118,1990-01-20T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
119,1990-01-20T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",78
120,1990-01-20T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",0
121,1990-01-20T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",56
122,1990-01-21T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",23
123,1990-01-21T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
124,1990-01-21T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
125,1990-01-21T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",61
126,1990-01-21T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",6
127,1990-01-21T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",6
128,1990-01-22T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",3
129,1990-01-22T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
130,1990-01-22T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
131,1990-01-22T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",56
132,1990-01-22T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",0
133,1990-01-22T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",11
134,1990-01-23T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
135,1990-01-23T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
136,1990-01-23T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
137,1990-01-23T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",78
138,1990-01-23T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-22
139,1990-01-23T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",78
140,1990-01-24T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",8
141,1990-01-24T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
142,1990-01-24T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
143,1990-01-24T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",117
144,1990-01-24T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",44
145,1990-01-24T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",50
146,1990-01-25T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",8
147,1990-01-25T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
148,1990-01-25T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
149,1990-01-25T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",122
150,1990-01-25T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-22
151,1990-01-25T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-22
152,1990-01-26T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",71
153,1990-01-26T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
154,1990-01-26T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
155,1990-01-26T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",17
156,1990-01-26T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-50
157,1990-01-26T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-17
158,1990-01-27T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
159,1990-01-27T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
160,1990-01-27T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
161,1990-01-27T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",111
162,1990-01-27T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-17
163,1990-01-27T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",56
164,1990-01-28T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
165,1990-01-28T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
166,1990-01-28T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
167,1990-01-28T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",56
168,1990-01-28T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-17
169,1990-01-28T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-6
170,1990-01-29T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",48
171,1990-01-29T00:00:00,SNOW,GHCND:USC00334979,",,0,",38
172,1990-01-29T00:00:00,SNWD,GHCND:USC00334979,",,0,",51
173,1990-01-29T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",-6
174,1990-01-29T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-50
175,1990-01-29T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-50
176,1990-01-30T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",86
177,1990-01-30T00:00:00,SNOW,GHCND:USC00334979,",,0,",114
178,1990-01-30T00:00:00,SNWD,GHCND:USC00334979,",,0,",152
179,1990-01-30T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",17
180,1990-01-30T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-83
181,1990-01-30T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-50
182,1990-01-30T00:00:00,WT01,GHCND:USC00334979,",,0,",1
183,1990-01-31T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
184,1990-01-31T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
185,1990-01-31T00:00:00,SNWD,GHCND:USC00334979,",,0,",127
186,1990-01-31T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",39
187,1990-01-31T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-83
188,1990-01-31T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",22
189,1990-01-31T00:00:00,WT01,GHCND:USC00334979,",,0,",1
190,1990-02-01T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",0
191,1990-02-01T00:00:00,SNOW,GHCND:USC00334979,",,0,",0
192,1990-02-01T00:00:00,SNWD,GHCND:USC00334979,",,0,",76
193,1990-02-01T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",56
194,1990-02-01T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",11
195,1990-02-01T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",50
196,1990-02-02T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",135
197,1990-02-02T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
198,1990-02-02T00:00:00,SNWD,GHCND:USC00334979,"T,,0,",0
199,1990-02-02T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",111
200,1990-02-02T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-11
201,1990-02-02T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-6
202,1990-02-03T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",64
203,1990-02-03T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
204,1990-02-03T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
205,1990-02-03T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",33
206,1990-02-03T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-6
207,1990-02-03T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",28
208,1990-02-04T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",206
209,1990-02-04T00:00:00,SNOW,GHCND:USC00334979,",,0,",20
210,1990-02-04T00:00:00,SNWD,GHCND:USC00334979,",,0,",25
211,1990-02-04T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",33
212,1990-02-04T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-28
213,1990-02-04T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",-22
214,1990-02-05T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",23
215,1990-02-05T00:00:00,SNOW,GHCND:USC00334979,",,0,",20
216,1990-02-05T00:00:00,SNWD,GHCND:USC00334979,",,0,",25
217,1990-02-05T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",39
218,1990-02-05T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-33
219,1990-02-05T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",11
220,1990-02-06T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",0
221,1990-02-06T00:00:00,SNOW,GHCND:USC00334979,",,0,",0
222,1990-02-06T00:00:00,SNWD,GHCND:USC00334979,"T,,0,",0
223,1990-02-06T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",83
224,1990-02-06T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-6
225,1990-02-06T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",78
226,1990-02-07T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",5
227,1990-02-07T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
228,1990-02-07T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
229,1990-02-07T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",78
230,1990-02-07T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",39
231,1990-02-07T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",39
232,1990-02-08T00:00:00,PRCP,GHCND:USC00334979,"P,,0,0700",0
233,1990-02-08T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
234,1990-02-08T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
235,1990-02-08T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",139
236,1990-02-08T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",11
237,1990-02-08T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",100
238,1990-02-09T00:00:00,PRCP,GHCND:USC00334979,"T,,0,0700",0
239,1990-02-09T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
240,1990-02-09T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
241,1990-02-09T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",128
242,1990-02-09T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",56
243,1990-02-09T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",56
244,1990-02-10T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",38
245,1990-02-10T00:00:00,SNOW,GHCND:USC00334979,"P,,0,",0
246,1990-02-10T00:00:00,SNWD,GHCND:USC00334979,"P,,0,",0
247,1990-02-10T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",56
248,1990-02-10T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-6
249,1990-02-10T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",6
250,1990-02-11T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",10
251,1990-02-11T00:00:00,SNOW,GHCND:USC00334979,",,0,",13
252,1990-02-11T00:00:00,SNWD,GHCND:USC00334979,",,0,",25
253,1990-02-11T00:00:00,TMAX,GHCND:USC00334979,",,0,2400",67
254,1990-02-11T00:00:00,TMIN,GHCND:USC00334979,",,0,2400",-6
255,1990-02-11T00:00:00,TOBS,GHCND:USC00334979,",,0,2400",0
256,1990-02-12T00:00:00,PRCP,GHCND:USC00334979,",,0,0700",5
