,date,datatype,station,attributes,value
0,1990-01-01T00:00:00,PRCP,GHCND:USC00331404,",,0,0800",28
1,1990-01-01T00:00:00,SNWD,GHCND:USC00331404,",,0,",25
2,1990-01-01T00:00:00,TMAX,GHCND:USC00331404,",,0,0800",89
3,1990-01-01T00:00:00,TMIN,GHCND:USC00331404,",,0,0800",-28
4,1990-01-01T00:00:00,TOBS,GHCND:USC00331404,",,0,0800",-22
5,1990-01-01T00:00:00,WT01,GHCND:USC00331404,",,0,",1
6,1990-01-01T00:00:00,WT04,GHCND:USC00331404,",,0,",1
7,1990-01-01T00:00:00,WT06,GHCND:USC00331404,",,0,",1
8,1990-01-02T00:00:00,PRCP,GHCND:USC00331404,",,0,0800",15
9,1990-01-02T00:00:00,SNWD,GHCND:USC00331404,",,0,",25
10,1990-01-02T00:00:00,TMAX,GHCND:USC00331404,",,0,0800",33
11,1990-01-02T00:00:00,TMIN,GHCND:USC00331404,",,0,0800",-61
12,1990-01-02T00:00:00,TOBS,GHCND:USC00331404,",I,0,0800",-22
13,1990-01-03T00:00:00,PRCP,GHCND:USC00331404,",,0,0800",23
14,1990-01-03T00:00:00,SNWD,GHCND:USC00331404,"T,,0,",0
15,1990-01-03T00:00:00,TMAX,GHCND:USC00331404,",,0,0800",33
16,1990-01-03T00:00:00,TMIN,GHCND:USC00331404,",I,0,0800",-11
17,1990-01-03T00:00:00,TOBS,GHCND:USC00331404,",,0,0800",17
18,1990-01-04T00:00:00,PRCP,GHCND:USC00331404,"P,,0,0800",0
19,1990-01-04T00:00:00,SNWD,GHCND:USC00331404,",,0,",0
20,1990-01-04T00:00:00,TMAX,GHCND:USC00331404,",,0,0800",67
21,1990-01-04T00:00:00,TMIN,GHCND:USC00331404,",,0,0800",17
22,1990-01-04T00:00:00,TOBS,GHCND:USC00331404,",,0,0800",67
23,1990-01-05T00:00:00,PRCP,GHCND:USC00331404,"T,,0,0800",0
24,1990-01-05T00:00:00,TMAX,GHCND:USC00331404,",,0,0800",111
25,1990-01-05T00:00:00,TMIN,GHCND:USC00331404,",,0,0800",-22
26,1990-01-05T00:00:00,TOBS,GHCND:USC00331404,",,0,0800",-22
27,1990-01-06T00:00:00,PRCP,GHCND:USC00331404,"P,,0,0800",0
28,1990-01-06T00:00:00,TMAX,GHCND:USC00331404,",,0,0800",28
29,1990-01-06T00:00:00,TMIN,GHCND:USC00331404,",,0,0800",-50
30,1990-01-06T00:00:00,TOBS,GHCND:USC00331404,",,0,0800",-44
31,1990-01-07T00:00:00,PRCP,GHCND:USC00331404,"P,,0,0800",0
32,1990-01-07T00:00:00,TMAX,GHCND:USC00331404,",,0,0800",28
33,1990-01-07T00:00:00,TMIN,GHCND:USC00331404,",,0,0800",-56
34,1990-01-07T00:00:00,TOBS,GHCND:USC00331404,",,0,0800",-39
35,1990-01-08T00:00:00,PRCP,GHCND:USC00331404,"P,,0,0800",0
36,1990-01-08T00:00:00,TMAX,GHCND:USC00331404,",,0,0800",78
37,1990-01-08T00:00:00,TMIN,GHCND:USC00331404,",,0,0800",-44
