,date,datatype,station,attributes,value
0,1990-01-01T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",8
1,1990-01-01T00:00:00,SNOW,GHCND:USC00336781,"T,,0,",0
2,1990-01-01T00:00:00,SNWD,GHCND:USC00336781,"T,,0,",0
3,1990-01-01T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",111
4,1990-01-01T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-17
5,1990-01-01T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",17
6,1990-01-02T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",0
7,1990-01-02T00:00:00,SNOW,GHCND:USC00336781,",,0,",0
8,1990-01-02T00:00:00,SNWD,GHCND:USC00336781,",,0,",0
9,1990-01-02T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",22
10,1990-01-02T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-78
11,1990-01-02T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",-11
12,1990-01-03T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",41
13,1990-01-03T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
14,1990-01-03T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
15,1990-01-03T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",56
16,1990-01-03T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-44
17,1990-01-03T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",28
18,1990-01-04T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",41
19,1990-01-04T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
20,1990-01-04T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
21,1990-01-04T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",89
22,1990-01-04T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",0
23,1990-01-04T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",78
24,1990-01-05T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",0
25,1990-01-05T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
26,1990-01-05T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
27,1990-01-05T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",144
28,1990-01-05T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",11
29,1990-01-05T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",33
30,1990-01-06T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",0
31,1990-01-06T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
32,1990-01-06T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
33,1990-01-06T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",50
34,1990-01-06T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-6
35,1990-01-06T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",28
36,1990-01-07T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",0
37,1990-01-07T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
38,1990-01-07T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
39,1990-01-07T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",83
40,1990-01-07T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-61
41,1990-01-07T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",-22
42,1990-01-08T00:00:00,PRCP,GHCND:USC00336781,"P,,0,0945",0
43,1990-01-08T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
44,1990-01-08T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
45,1990-01-08T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",56
46,1990-01-08T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-50
47,1990-01-08T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",17
48,1990-01-09T00:00:00,PRCP,GHCND:USC00336781,"P,,0,0945",0
49,1990-01-09T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
50,1990-01-09T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
51,1990-01-09T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",83
52,1990-01-09T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-33
53,1990-01-09T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",39
54,1990-01-10T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",10
55,1990-01-10T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
56,1990-01-10T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
57,1990-01-10T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",139
58,1990-01-10T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",6
59,1990-01-10T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",28
60,1990-01-11T00:00:00,PRCP,GHCND:USC00336781,"P,,0,0945",0
61,1990-01-11T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
62,1990-01-11T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
63,1990-01-11T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",39
64,1990-01-11T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-39
65,1990-01-11T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",33
66,1990-01-12T00:00:00,PRCP,GHCND:USC00336781,"P,,0,0945",0
67,1990-01-12T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
68,1990-01-12T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
69,1990-01-12T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",128
70,1990-01-12T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-28
71,1990-01-12T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",11
72,1990-01-13T00:00:00,PRCP,GHCND:USC00336781,"P,,0,0945",0
73,1990-01-13T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
74,1990-01-13T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
75,1990-01-13T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",28
76,1990-01-13T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-56
77,1990-01-13T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",-33
78,1990-01-14T00:00:00,PRCP,GHCND:USC00336781,"P,,0,0945",0
79,1990-01-14T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
80,1990-01-14T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
81,1990-01-14T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",22
82,1990-01-14T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-83
83,1990-01-14T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",11
84,1990-01-15T00:00:00,PRCP,GHCND:USC00336781,"T,,0,0945",0
85,1990-01-15T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
86,1990-01-15T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
87,1990-01-15T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",100
88,1990-01-15T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-28
89,1990-01-15T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",100
90,1990-01-16T00:00:00,PRCP,GHCND:USC00336781,"T,,0,0945",0
91,1990-01-16T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
92,1990-01-16T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
93,1990-01-16T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",133
94,1990-01-16T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-11
95,1990-01-16T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",100
96,1990-01-17T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",3
97,1990-01-17T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
98,1990-01-17T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
99,1990-01-17T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",144
100,1990-01-17T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",11
101,1990-01-17T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",78
102,1990-01-18T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",15
103,1990-01-18T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
104,1990-01-18T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
105,1990-01-18T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",161
106,1990-01-18T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",50
107,1990-01-18T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",139
108,1990-01-19T00:00:00,PRCP,GHCND:USC00336781,"P,,0,0945",0
109,1990-01-19T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
110,1990-01-19T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
111,1990-01-19T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",139
112,1990-01-19T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-33
113,1990-01-19T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",11
114,1990-01-20T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",325
115,1990-01-20T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
116,1990-01-20T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
117,1990-01-20T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",50
118,1990-01-20T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",-39
119,1990-01-20T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",56
120,1990-01-21T00:00:00,PRCP,GHCND:USC00336781,",,0,0945",36
121,1990-01-21T00:00:00,SNOW,GHCND:USC00336781,"P,,0,",0
122,1990-01-21T00:00:00,SNWD,GHCND:USC00336781,"P,,0,",0
123,1990-01-21T00:00:00,TMAX,GHCND:USC00336781,",,0,0945",150
124,1990-01-21T00:00:00,TMIN,GHCND:USC00336781,",,0,0945",28
125,1990-01-21T00:00:00,TOBS,GHCND:USC00336781,",,0,0945",61
