,date,datatype,station,attributes,value
0,1990-01-01T00:00:00,PRCP,GHCND:USC00335747,",,0,0700",74
1,1990-01-01T00:00:00,SNOW,GHCND:USC00335747,"T,,0,",0
2,1990-01-01T00:00:00,SNWD,GHCND:USC00335747,"T,,0,",0
3,1990-01-01T00:00:00,TMAX,GHCND:USC00335747,",,0,1900",6
4,1990-01-01T00:00:00,TMIN,GHCND:USC00335747,",,0,1900",-17
5,1990-01-01T00:00:00,TOBS,GHCND:USC00335747,",,0,1900",-11
6,1990-01-02T00:00:00,PRCP,GHCND:USC00335747,"T,,0,0700",0
7,1990-01-02T00:00:00,SNOW,GHCND:USC00335747,"T,,0,",0
8,1990-01-02T00:00:00,SNWD,GHCND:USC00335747,",,0,",0
9,1990-01-02T00:00:00,TMAX,GHCND:USC00335747,",,0,1900",39
10,1990-01-02T00:00:00,TMIN,GHCND:USC00335747,",,0,1900",-50
11,1990-01-02T00:00:00,TOBS,GHCND:USC00335747,",,0,1900",-6
12,1990-01-03T00:00:00,PRCP,GHCND:USC00335747,"T,,0,0700",0
13,1990-01-03T00:00:00,SNOW,GHCND:USC00335747,"P,,0,",0
14,1990-01-03T00:00:00,SNWD,GHCND:USC00335747,"P,,0,",0
15,1990-01-03T00:00:00,TMAX,GHCND:USC00335747,",,0,1900",61
16,1990-01-03T00:00:00,TMIN,GHCND:USC00335747,",,0,1900",-22
17,1990-01-03T00:00:00,TOBS,GHCND:USC00335747,",,0,1900",61
18,1990-01-03T00:00:00,WT04,GHCND:USC00335747,",,0,",1
19,1990-01-04T00:00:00,PRCP,GHCND:USC00335747,",,0,0700",25
20,1990-01-04T00:00:00,SNOW,GHCND:USC00335747,"P,,0,",0
21,1990-01-04T00:00:00,SNWD,GHCND:USC00335747,"P,,0,",0
22,1990-01-04T00:00:00,TMAX,GHCND:USC00335747,",,0,1900",128
23,1990-01-04T00:00:00,TMIN,GHCND:USC00335747,",,0,1900",56
24,1990-01-04T00:00:00,TOBS,GHCND:USC00335747,",,0,1900",67
